Order Reference,Vendor,Order Deadline,Expected Arrival,Vendor Reference,Order Lines/Products,Order Lines/Quantity,Order Lines/Unit Price,Order Lines/Taxes,Payment Terms
PO2025-0096,Supplier 8,2025-10-21,2025-10-30,VREF-8262,PROD016,47,196.94,TVA 20%,30 Days
PO2025-0096,Supplier 8,2025-10-21,2025-10-30,VREF-8262,PROD026,20,59.29,TVA 20%,30 Days
PO2025-0096,Supplier 8,2025-10-21,2025-10-30,VREF-8262,P0010,43,92.05,TVA 20%,30 Days
PO2025-0096,Supplier 8,2025-10-21,2025-10-30,VREF-8262,P0023,46,185.27,TVA 20%,30 Days
PO2025-0097,Supplier 9,2025-11-24,2025-12-04,VREF-3827,PROD014,28,182.78,TVA 20%,30 Days
PO2025-0097,Supplier 9,2025-11-24,2025-12-04,VREF-3827,P0020,11,136.13,TVA 20%,30 Days
PO2025-0097,Supplier 9,2025-11-24,2025-12-04,VREF-3827,PROD019,14,121.31,TVA 20%,30 Days
PO2025-0098,Supplier 22,2025-09-17,2025-09-24,VREF-8475,PROD049,44,255.72,TVA 20%,30 Days
PO2025-0098,Supplier 22,2025-09-17,2025-09-24,VREF-8475,P0005,18,156.29,TVA 20%,30 Days
PO2025-0098,Supplier 22,2025-09-17,2025-09-24,VREF-8475,PROD021,13,119.3,TVA 20%,30 Days
PO2025-0098,Supplier 22,2025-09-17,2025-09-24,VREF-8475,PROD025,21,226.03,TVA 20%,30 Days
PO2025-0099,Supplier 13,2025-12-08,2025-12-11,VREF-8307,PROD014,29,490.78,TVA 20%,15 Days
PO2025-0099,Supplier 13,2025-12-08,2025-12-11,VREF-8307,PROD030,37,293.85,TVA 20%,15 Days
PO2025-0099,Supplier 13,2025-12-08,2025-12-11,VREF-8307,PROD043,41,303.18,TVA 20%,15 Days
PO2025-0100,Supplier 33,2025-10-10,2025-10-19,VREF-7276,PROD004,40,295.6,TVA 20%,End of Month
PO2025-0101,Supplier 9,2025-10-02,2025-10-11,VREF-5320,PROD004,47,425.12,TVA 20%,30 Days
PO2025-0102,Supplier 4,2025-11-19,2025-11-26,VREF-7922,P0020,12,200.94,TVA 20%,End of Month
PO2025-0102,Supplier 4,2025-11-19,2025-11-26,VREF-7922,P0024,30,399.21,TVA 20%,End of Month
PO2025-0103,Supplier 26,2025-11-19,2025-11-24,VREF-4192,PROD040,38,27.49,TVA 20%,15 Days
PO2025-0104,Supplier 26,2025-10-12,2025-10-20,VREF-1658,PROD012,19,100.4,TVA 20%,30 Days
PO2025-0104,Supplier 26,2025-10-12,2025-10-20,VREF-1658,PROD034,7,97.23,TVA 20%,30 Days
PO2025-0105,Supplier 13,2025-09-08,2025-09-10,VREF-2617,PROD029,11,382.2,TVA 20%,30 Days
PO2025-0106,Supplier 4,2025-10-07,2025-10-12,VREF-8088,PROD038,42,463.48,TVA 20%,30 Days
PO2025-0106,Supplier 4,2025-10-07,2025-10-12,VREF-8088,PROD038,29,25.15,TVA 20%,30 Days
PO2025-0106,Supplier 4,2025-10-07,2025-10-12,VREF-8088,P0011,26,139.3,TVA 20%,30 Days
PO2025-0106,Supplier 4,2025-10-07,2025-10-12,VREF-8088,PROD042,46,249.0,TVA 20%,30 Days
PO2025-0107,Supplier 10,2025-09-30,2025-10-09,VREF-2319,P0024,26,402.11,TVA 20%,30 Days
PO2025-0107,Supplier 10,2025-09-30,2025-10-09,VREF-2319,PROD016,12,450.02,TVA 20%,30 Days
PO2025-0108,Supplier 18,2025-10-20,2025-10-25,VREF-2929,PROD037,20,346.98,TVA 20%,15 Days
PO2025-0108,Supplier 18,2025-10-20,2025-10-25,VREF-2929,PROD043,9,172.12,TVA 20%,15 Days
PO2025-0108,Supplier 18,2025-10-20,2025-10-25,VREF-2929,PROD006,17,174.12,TVA 20%,15 Days
PO2025-0108,Supplier 18,2025-10-20,2025-10-25,VREF-2929,PROD015,40,480.72,TVA 20%,15 Days
PO2025-0109,Supplier 2,2025-09-22,2025-09-29,VREF-9873,PROD016,6,160.61,TVA 20%,30 Days
PO2025-0109,Supplier 2,2025-09-22,2025-09-29,VREF-9873,PROD042,12,23.77,TVA 20%,30 Days
PO2025-0109,Supplier 2,2025-09-22,2025-09-29,VREF-9873,PROD034,4,438.79,TVA 20%,30 Days
PO2025-0109,Supplier 2,2025-09-22,2025-09-29,VREF-9873,P0017,36,102.98,TVA 20%,30 Days
PO2025-0110,Supplier 26,2025-09-23,2025-10-01,VREF-7310,P0027,29,84.84,TVA 20%,15 Days
PO2025-0110,Supplier 26,2025-09-23,2025-10-01,VREF-7310,PROD025,32,354.5,TVA 20%,15 Days
PO2025-0111,Supplier 10,2025-10-16,2025-10-18,VREF-6358,P0006,5,162.33,TVA 20%,Immediate Payment
PO2025-0112,Supplier 29,2025-10-23,2025-10-26,VREF-7016,PROD042,21,184.8,TVA 20%,30 Days
PO2025-0112,Supplier 29,2025-10-23,2025-10-26,VREF-7016,PROD038,8,40.45,TVA 20%,30 Days
PO2025-0113,Supplier 33,2025-12-06,2025-12-13,VREF-4412,P0002,48,472.29,TVA 20%,30 Days
PO2025-0113,Supplier 33,2025-12-06,2025-12-13,VREF-4412,PROD044,22,443.08,TVA 20%,30 Days
PO2025-0113,Supplier 33,2025-12-06,2025-12-13,VREF-4412,PROD028,12,27.25,TVA 20%,30 Days
PO2025-0114,Supplier 12,2025-11-19,2025-11-25,VREF-1565,P0023,10,72.88,TVA 20%,30 Days
PO2025-0114,Supplier 12,2025-11-19,2025-11-25,VREF-1565,P0008,35,82.69,TVA 20%,30 Days
PO2025-0114,Supplier 12,2025-11-19,2025-11-25,VREF-1565,PROD028,48,89.87,TVA 20%,30 Days
PO2025-0115,Supplier 18,2025-11-07,2025-11-10,VREF-7370,PROD003,21,402.17,TVA 20%,Immediate Payment
PO2025-0116,Supplier 27,2025-12-09,2025-12-11,VREF-7488,PROD029,1,366.59,TVA 20%,15 Days
PO2025-0116,Supplier 27,2025-12-09,2025-12-11,VREF-7488,PROD023,30,158.27,TVA 20%,15 Days
PO2025-0116,Supplier 27,2025-12-09,2025-12-11,VREF-7488,P0028,22,231.45,TVA 20%,15 Days
PO2025-0116,Supplier 27,2025-12-09,2025-12-11,VREF-7488,PROD021,47,387.07,TVA 20%,15 Days
PO2025-0117,Supplier 13,2025-10-15,2025-10-17,VREF-2810,PROD022,33,148.59,TVA 20%,End of Month
PO2025-0117,Supplier 13,2025-10-15,2025-10-17,VREF-2810,P0026,23,344.77,TVA 20%,End of Month
PO2025-0117,Supplier 13,2025-10-15,2025-10-17,VREF-2810,PROD027,23,202.37,TVA 20%,End of Month
PO2025-0117,Supplier 13,2025-10-15,2025-10-17,VREF-2810,PROD035,18,159.54,TVA 20%,End of Month
PO2025-0118,Supplier 5,2025-09-21,2025-09-28,VREF-9972,PROD037,25,246.09,TVA 20%,15 Days
PO2025-0118,Supplier 5,2025-09-21,2025-09-28,VREF-9972,P0022,5,251.95,TVA 20%,15 Days
PO2025-0118,Supplier 5,2025-09-21,2025-09-28,VREF-9972,PROD015,9,364.54,TVA 20%,15 Days
PO2025-0119,Supplier 11,2025-10-14,2025-10-24,VREF-7221,PROD021,35,458.75,TVA 20%,End of Month
PO2025-0119,Supplier 11,2025-10-14,2025-10-24,VREF-7221,PROD042,36,255.93,TVA 20%,End of Month
PO2025-0119,Supplier 11,2025-10-14,2025-10-24,VREF-7221,PROD029,32,382.09,TVA 20%,End of Month
PO2025-0119,Supplier 11,2025-10-14,2025-10-24,VREF-7221,P0025,12,308.1,TVA 20%,End of Month
PO2025-0120,Supplier 13,2025-09-13,2025-09-16,VREF-8489,P0003,2,88.85,TVA 20%,30 Days
PO2025-0121,Supplier 32,2025-11-11,2025-11-19,VREF-3445,PROD002,29,332.02,TVA 20%,End of Month
PO2025-0121,Supplier 32,2025-11-11,2025-11-19,VREF-3445,PROD018,10,262.87,TVA 20%,End of Month
PO2025-0121,Supplier 32,2025-11-11,2025-11-19,VREF-3445,P0003,29,328.71,TVA 20%,End of Month
PO2025-0121,Supplier 32,2025-11-11,2025-11-19,VREF-3445,PROD031,31,448.99,TVA 20%,End of Month
PO2025-0122,Supplier 3,2025-12-10,2025-12-17,VREF-8261,P0001,37,102.55,TVA 20%,End of Month
PO2025-0122,Supplier 3,2025-12-10,2025-12-17,VREF-8261,PROD024,7,237.42,TVA 20%,End of Month
PO2025-0122,Supplier 3,2025-12-10,2025-12-17,VREF-8261,PROD001,24,41.9,TVA 20%,End of Month
PO2025-0122,Supplier 3,2025-12-10,2025-12-17,VREF-8261,P0014,24,452.06,TVA 20%,End of Month
PO2025-0123,Supplier 10,2025-09-18,2025-09-23,VREF-7729,P0002,49,24.34,TVA 20%,15 Days
PO2025-0123,Supplier 10,2025-09-18,2025-09-23,VREF-7729,PROD037,26,160.25,TVA 20%,15 Days
PO2025-0124,Supplier 33,2025-10-31,2025-11-08,VREF-4362,PROD023,1,108.15,TVA 20%,End of Month
PO2025-0124,Supplier 33,2025-10-31,2025-11-08,VREF-4362,PROD041,30,292.51,TVA 20%,End of Month
PO2025-0124,Supplier 33,2025-10-31,2025-11-08,VREF-4362,P0001,48,54.23,TVA 20%,End of Month
PO2025-0125,Supplier 31,2025-10-23,2025-10-28,VREF-2065,P0002,19,72.76,TVA 20%,Immediate Payment
PO2025-0125,Supplier 31,2025-10-23,2025-10-28,VREF-2065,PROD001,27,68.99,TVA 20%,Immediate Payment
PO2025-0125,Supplier 31,2025-10-23,2025-10-28,VREF-2065,P0009,2,360.42,TVA 20%,Immediate Payment
PO2025-0125,Supplier 31,2025-10-23,2025-10-28,VREF-2065,PROD028,47,173.46,TVA 20%,Immediate Payment
PO2025-0126,Supplier 1,2025-10-14,2025-10-18,VREF-8262,PROD042,13,57.33,TVA 20%,30 Days
PO2025-0126,Supplier 1,2025-10-14,2025-10-18,VREF-8262,PROD002,2,233.25,TVA 20%,30 Days
PO2025-0127,Supplier 28,2025-12-02,2025-12-09,VREF-7239,P0011,6,17.53,TVA 20%,Immediate Payment
PO2025-0127,Supplier 28,2025-12-02,2025-12-09,VREF-7239,P0018,39,443.47,TVA 20%,Immediate Payment
PO2025-0127,Supplier 28,2025-12-02,2025-12-09,VREF-7239,P0021,48,432.99,TVA 20%,Immediate Payment
PO2025-0128,Supplier 8,2025-11-04,2025-11-10,VREF-9316,PROD008,8,480.86,TVA 20%,30 Days
PO2025-0128,Supplier 8,2025-11-04,2025-11-10,VREF-9316,PROD040,18,369.05,TVA 20%,30 Days
PO2025-0128,Supplier 8,2025-11-04,2025-11-10,VREF-9316,P0007,33,420.99,TVA 20%,30 Days
PO2025-0129,Supplier 14,2025-11-23,2025-12-02,VREF-9859,P0029,22,101.97,TVA 20%,End of Month
PO2025-0129,Supplier 14,2025-11-23,2025-12-02,VREF-9859,P0014,15,252.73,TVA 20%,End of Month
PO2025-0129,Supplier 14,2025-11-23,2025-12-02,VREF-9859,P0007,7,342.37,TVA 20%,End of Month
PO2025-0129,Supplier 14,2025-11-23,2025-12-02,VREF-9859,PROD048,18,404.28,TVA 20%,End of Month
PO2025-0130,Supplier 9,2025-09-06,2025-09-12,VREF-1503,PROD041,48,430.69,TVA 20%,End of Month
PO2025-0130,Supplier 9,2025-09-06,2025-09-12,VREF-1503,PROD036,42,16.84,TVA 20%,End of Month
PO2025-0131,Supplier 12,2025-10-29,2025-11-08,VREF-8838,P0029,16,422.36,TVA 20%,30 Days
PO2025-0131,Supplier 12,2025-10-29,2025-11-08,VREF-8838,P0010,38,430.0,TVA 20%,30 Days
PO2025-0131,Supplier 12,2025-10-29,2025-11-08,VREF-8838,PROD044,14,244.03,TVA 20%,30 Days
PO2025-0132,Supplier 13,2025-09-20,2025-09-24,VREF-3253,P0020,17,359.92,TVA 20%,End of Month
PO2025-0133,Supplier 10,2025-10-13,2025-10-18,VREF-8866,PROD045,9,19.69,TVA 20%,End of Month
PO2025-0133,Supplier 10,2025-10-13,2025-10-18,VREF-8866,P0029,32,223.69,TVA 20%,End of Month
PO2025-0133,Supplier 10,2025-10-13,2025-10-18,VREF-8866,PROD001,26,110.91,TVA 20%,End of Month
PO2025-0133,Supplier 10,2025-10-13,2025-10-18,VREF-8866,PROD034,14,393.18,TVA 20%,End of Month
PO2025-0134,Supplier 14,2025-11-08,2025-11-17,VREF-4837,PROD016,30,155.19,TVA 20%,End of Month
PO2025-0135,Supplier 5,2025-12-09,2025-12-19,VREF-9053,PROD007,40,233.65,TVA 20%,Immediate Payment
PO2025-0135,Supplier 5,2025-12-09,2025-12-19,VREF-9053,P0019,3,371.29,TVA 20%,Immediate Payment
PO2025-0135,Supplier 5,2025-12-09,2025-12-19,VREF-9053,PROD008,8,255.26,TVA 20%,Immediate Payment
PO2025-0136,Supplier 2,2025-10-09,2025-10-11,VREF-2918,PROD046,19,335.21,TVA 20%,30 Days
PO2025-0136,Supplier 2,2025-10-09,2025-10-11,VREF-2918,PROD043,30,139.05,TVA 20%,30 Days
PO2025-0136,Supplier 2,2025-10-09,2025-10-11,VREF-2918,P0023,17,23.56,TVA 20%,30 Days
PO2025-0136,Supplier 2,2025-10-09,2025-10-11,VREF-2918,P0022,5,82.34,TVA 20%,30 Days
PO2025-0137,Supplier 20,2025-09-21,2025-09-29,VREF-5754,PROD006,43,20.06,TVA 20%,30 Days
PO2025-0137,Supplier 20,2025-09-21,2025-09-29,VREF-5754,PROD050,7,354.84,TVA 20%,30 Days
PO2025-0137,Supplier 20,2025-09-21,2025-09-29,VREF-5754,PROD045,8,141.48,TVA 20%,30 Days
PO2025-0137,Supplier 20,2025-09-21,2025-09-29,VREF-5754,P0013,31,259.35,TVA 20%,30 Days
PO2025-0138,Supplier 1,2025-12-09,2025-12-13,VREF-1614,PROD003,29,249.73,TVA 20%,30 Days
PO2025-0138,Supplier 1,2025-12-09,2025-12-13,VREF-1614,PROD011,19,201.06,TVA 20%,30 Days
PO2025-0138,Supplier 1,2025-12-09,2025-12-13,VREF-1614,PROD047,17,31.15,TVA 20%,30 Days
PO2025-0138,Supplier 1,2025-12-09,2025-12-13,VREF-1614,PROD046,45,289.56,TVA 20%,30 Days
PO2025-0139,Supplier 18,2025-11-13,2025-11-19,VREF-9499,PROD001,16,151.0,TVA 20%,Immediate Payment
PO2025-0140,Supplier 2,2025-11-12,2025-11-17,VREF-1510,PROD049,6,229.94,TVA 20%,Immediate Payment
PO2025-0140,Supplier 2,2025-11-12,2025-11-17,VREF-1510,PROD034,38,493.57,TVA 20%,Immediate Payment
PO2025-0140,Supplier 2,2025-11-12,2025-11-17,VREF-1510,P0029,18,351.01,TVA 20%,Immediate Payment
PO2025-0140,Supplier 2,2025-11-12,2025-11-17,VREF-1510,PROD016,47,406.11,TVA 20%,Immediate Payment
PO2025-0141,Supplier 22,2025-09-21,2025-09-25,VREF-2462,PROD048,25,80.84,TVA 20%,End of Month
PO2025-0141,Supplier 22,2025-09-21,2025-09-25,VREF-2462,P0011,19,91.18,TVA 20%,End of Month
PO2025-0142,Supplier 16,2025-09-04,2025-09-08,VREF-2389,P0005,36,148.13,TVA 20%,15 Days
PO2025-0142,Supplier 16,2025-09-04,2025-09-08,VREF-2389,PROD016,9,359.96,TVA 20%,15 Days
PO2025-0142,Supplier 16,2025-09-04,2025-09-08,VREF-2389,PROD026,1,69.45,TVA 20%,15 Days
PO2025-0142,Supplier 16,2025-09-04,2025-09-08,VREF-2389,PROD035,43,317.29,TVA 20%,15 Days
PO2025-0143,Supplier 2,2025-09-17,2025-09-27,VREF-6761,PROD013,13,377.2,TVA 20%,End of Month
PO2025-0144,Supplier 12,2025-10-07,2025-10-09,VREF-9292,P0027,22,245.23,TVA 20%,30 Days
PO2025-0144,Supplier 12,2025-10-07,2025-10-09,VREF-9292,P0010,36,424.24,TVA 20%,30 Days
PO2025-0144,Supplier 12,2025-10-07,2025-10-09,VREF-9292,P0018,14,214.85,TVA 20%,30 Days
PO2025-0145,Supplier 2,2025-09-11,2025-09-15,VREF-2393,PROD004,1,313.03,TVA 20%,Immediate Payment
PO2025-0145,Supplier 2,2025-09-11,2025-09-15,VREF-2393,PROD035,18,435.86,TVA 20%,Immediate Payment
PO2025-0145,Supplier 2,2025-09-11,2025-09-15,VREF-2393,P0005,37,369.75,TVA 20%,Immediate Payment
PO2025-0146,Supplier 10,2025-09-29,2025-10-06,VREF-6919,PROD002,13,409.39,TVA 20%,End of Month
PO2025-0147,Supplier 2,2025-10-12,2025-10-20,VREF-7525,PROD047,10,86.33,TVA 20%,15 Days
PO2025-0147,Supplier 2,2025-10-12,2025-10-20,VREF-7525,P0017,36,417.07,TVA 20%,15 Days
PO2025-0147,Supplier 2,2025-10-12,2025-10-20,VREF-7525,PROD010,27,326.43,TVA 20%,15 Days
PO2025-0148,Supplier 4,2025-12-09,2025-12-19,VREF-4728,P0007,47,489.02,TVA 20%,End of Month
PO2025-0149,Supplier 20,2025-11-04,2025-11-08,VREF-7462,PROD039,43,256.11,TVA 20%,30 Days
PO2025-0149,Supplier 20,2025-11-04,2025-11-08,VREF-7462,PROD030,34,312.96,TVA 20%,30 Days
PO2025-0150,Supplier 15,2025-09-29,2025-10-09,VREF-7940,P0022,33,31.73,TVA 20%,30 Days
PO2025-0150,Supplier 15,2025-09-29,2025-10-09,VREF-7940,PROD048,17,24.98,TVA 20%,30 Days
PO2025-0151,Supplier 24,2025-11-15,2025-11-18,VREF-9392,P0012,25,392.65,TVA 20%,Immediate Payment
PO2025-0151,Supplier 24,2025-11-15,2025-11-18,VREF-9392,PROD025,18,266.32,TVA 20%,Immediate Payment
PO2025-0151,Supplier 24,2025-11-15,2025-11-18,VREF-9392,P0005,30,151.93,TVA 20%,Immediate Payment
PO2025-0151,Supplier 24,2025-11-15,2025-11-18,VREF-9392,PROD013,24,492.04,TVA 20%,Immediate Payment
PO2025-0152,Supplier 20,2025-10-08,2025-10-14,VREF-1407,P0020,10,288.07,TVA 20%,30 Days
PO2025-0152,Supplier 20,2025-10-08,2025-10-14,VREF-1407,P0004,28,115.47,TVA 20%,30 Days
PO2025-0152,Supplier 20,2025-10-08,2025-10-14,VREF-1407,PROD014,23,139.88,TVA 20%,30 Days
PO2025-0153,Supplier 21,2025-09-23,2025-09-26,VREF-4697,PROD010,11,172.08,TVA 20%,End of Month
PO2025-0153,Supplier 21,2025-09-23,2025-09-26,VREF-4697,P0023,49,81.03,TVA 20%,End of Month
PO2025-0153,Supplier 21,2025-09-23,2025-09-26,VREF-4697,PROD021,32,464.07,TVA 20%,End of Month
PO2025-0153,Supplier 21,2025-09-23,2025-09-26,VREF-4697,P0024,36,221.1,TVA 20%,End of Month
PO2025-0154,Supplier 12,2025-11-10,2025-11-12,VREF-6371,PROD026,9,229.17,TVA 20%,15 Days
PO2025-0154,Supplier 12,2025-11-10,2025-11-12,VREF-6371,PROD015,15,482.6,TVA 20%,15 Days
PO2025-0155,Supplier 5,2025-10-25,2025-10-28,VREF-9269,PROD043,14,41.57,TVA 20%,15 Days
PO2025-0155,Supplier 5,2025-10-25,2025-10-28,VREF-9269,PROD011,13,100.37,TVA 20%,15 Days
PO2025-0156,Supplier 17,2025-10-22,2025-10-28,VREF-6915,PROD001,38,133.36,TVA 20%,15 Days
PO2025-0156,Supplier 17,2025-10-22,2025-10-28,VREF-6915,PROD049,36,187.67,TVA 20%,15 Days
PO2025-0156,Supplier 17,2025-10-22,2025-10-28,VREF-6915,PROD040,31,167.94,TVA 20%,15 Days
PO2025-0156,Supplier 17,2025-10-22,2025-10-28,VREF-6915,PROD007,13,299.31,TVA 20%,15 Days
PO2025-0157,Supplier 30,2025-11-15,2025-11-20,VREF-8583,PROD024,14,154.66,TVA 20%,30 Days
PO2025-0157,Supplier 30,2025-11-15,2025-11-20,VREF-8583,PROD008,29,147.66,TVA 20%,30 Days
PO2025-0157,Supplier 30,2025-11-15,2025-11-20,VREF-8583,P0023,32,408.48,TVA 20%,30 Days
PO2025-0158,Supplier 21,2025-09-07,2025-09-15,VREF-5758,PROD050,8,28.77,TVA 20%,End of Month
PO2025-0158,Supplier 21,2025-09-07,2025-09-15,VREF-5758,P0025,4,288.73,TVA 20%,End of Month
PO2025-0159,Supplier 15,2025-10-01,2025-10-11,VREF-9410,P0005,49,488.53,TVA 20%,Immediate Payment
PO2025-0160,Supplier 7,2025-11-04,2025-11-10,VREF-2924,P0027,42,177.17,TVA 20%,30 Days
PO2025-0160,Supplier 7,2025-11-04,2025-11-10,VREF-2924,PROD042,26,208.64,TVA 20%,30 Days
PO2025-0160,Supplier 7,2025-11-04,2025-11-10,VREF-2924,PROD007,13,223.33,TVA 20%,30 Days
PO2025-0161,Supplier 4,2025-11-02,2025-11-09,VREF-5131,P0027,18,228.2,TVA 20%,Immediate Payment
PO2025-0161,Supplier 4,2025-11-02,2025-11-09,VREF-5131,P0006,4,354.87,TVA 20%,Immediate Payment
PO2025-0161,Supplier 4,2025-11-02,2025-11-09,VREF-5131,PROD038,47,98.76,TVA 20%,Immediate Payment
PO2025-0161,Supplier 4,2025-11-02,2025-11-09,VREF-5131,PROD019,50,208.08,TVA 20%,Immediate Payment
PO2025-0162,Supplier 20,2025-10-07,2025-10-09,VREF-2570,PROD009,3,160.21,TVA 20%,Immediate Payment
PO2025-0163,Supplier 15,2025-10-28,2025-11-06,VREF-9615,P0004,33,189.14,TVA 20%,Immediate Payment
PO2025-0163,Supplier 15,2025-10-28,2025-11-06,VREF-9615,PROD049,15,273.87,TVA 20%,Immediate Payment
PO2025-0164,Supplier 22,2025-09-11,2025-09-13,VREF-4894,P0011,43,443.62,TVA 20%,Immediate Payment
PO2025-0165,Supplier 29,2025-11-23,2025-12-01,VREF-4983,PROD035,48,264.05,TVA 20%,Immediate Payment
PO2025-0165,Supplier 29,2025-11-23,2025-12-01,VREF-4983,PROD035,28,102.65,TVA 20%,Immediate Payment
PO2025-0165,Supplier 29,2025-11-23,2025-12-01,VREF-4983,PROD008,40,60.64,TVA 20%,Immediate Payment
PO2025-0165,Supplier 29,2025-11-23,2025-12-01,VREF-4983,P0008,38,395.44,TVA 20%,Immediate Payment
PO2025-0166,Supplier 31,2025-11-25,2025-11-30,VREF-3296,PROD017,44,262.8,TVA 20%,30 Days
PO2025-0166,Supplier 31,2025-11-25,2025-11-30,VREF-3296,PROD027,23,222.92,TVA 20%,30 Days
PO2025-0166,Supplier 31,2025-11-25,2025-11-30,VREF-3296,PROD032,37,293.62,TVA 20%,30 Days
PO2025-0167,Supplier 32,2025-09-23,2025-09-26,VREF-6396,P0019,45,101.79,TVA 20%,15 Days
PO2025-0167,Supplier 32,2025-09-23,2025-09-26,VREF-6396,PROD039,11,137.46,TVA 20%,15 Days
PO2025-0167,Supplier 32,2025-09-23,2025-09-26,VREF-6396,P0028,21,487.14,TVA 20%,15 Days
PO2025-0168,Supplier 23,2025-10-24,2025-10-27,VREF-5863,P0024,2,93.45,TVA 20%,15 Days
PO2025-0168,Supplier 23,2025-10-24,2025-10-27,VREF-5863,PROD014,43,305.18,TVA 20%,15 Days
PO2025-0168,Supplier 23,2025-10-24,2025-10-27,VREF-5863,PROD050,43,123.58,TVA 20%,15 Days
PO2025-0168,Supplier 23,2025-10-24,2025-10-27,VREF-5863,PROD040,47,53.59,TVA 20%,15 Days
PO2025-0169,Supplier 13,2025-11-04,2025-11-08,VREF-4673,PROD043,36,263.73,TVA 20%,30 Days
PO2025-0169,Supplier 13,2025-11-04,2025-11-08,VREF-4673,PROD041,49,38.42,TVA 20%,30 Days
PO2025-0169,Supplier 13,2025-11-04,2025-11-08,VREF-4673,PROD030,10,109.39,TVA 20%,30 Days
PO2025-0169,Supplier 13,2025-11-04,2025-11-08,VREF-4673,PROD033,35,281.35,TVA 20%,30 Days
PO2025-0170,Supplier 7,2025-12-10,2025-12-17,VREF-1716,P0015,36,418.02,TVA 20%,End of Month
PO2025-0170,Supplier 7,2025-12-10,2025-12-17,VREF-1716,PROD014,44,155.44,TVA 20%,End of Month
PO2025-0171,Supplier 15,2025-10-03,2025-10-13,VREF-7951,PROD001,20,60.76,TVA 20%,End of Month
PO2025-0171,Supplier 15,2025-10-03,2025-10-13,VREF-7951,P0011,3,256.15,TVA 20%,End of Month
PO2025-0171,Supplier 15,2025-10-03,2025-10-13,VREF-7951,P0029,5,168.01,TVA 20%,End of Month
PO2025-0171,Supplier 15,2025-10-03,2025-10-13,VREF-7951,P0019,30,331.08,TVA 20%,End of Month
PO2025-0172,Supplier 31,2025-11-10,2025-11-16,VREF-7328,P0029,45,249.05,TVA 20%,End of Month
PO2025-0172,Supplier 31,2025-11-10,2025-11-16,VREF-7328,P0029,23,177.66,TVA 20%,End of Month
PO2025-0172,Supplier 31,2025-11-10,2025-11-16,VREF-7328,P0014,23,244.15,TVA 20%,End of Month
PO2025-0172,Supplier 31,2025-11-10,2025-11-16,VREF-7328,P0026,36,132.83,TVA 20%,End of Month
PO2025-0173,Supplier 24,2025-09-27,2025-10-02,VREF-5029,PROD005,22,166.9,TVA 20%,15 Days
PO2025-0173,Supplier 24,2025-09-27,2025-10-02,VREF-5029,PROD033,50,314.82,TVA 20%,15 Days
PO2025-0173,Supplier 24,2025-09-27,2025-10-02,VREF-5029,PROD046,35,325.81,TVA 20%,15 Days
PO2025-0173,Supplier 24,2025-09-27,2025-10-02,VREF-5029,P0005,44,416.33,TVA 20%,15 Days
PO2025-0174,Supplier 6,2025-10-27,2025-10-31,VREF-5368,PROD025,11,75.16,TVA 20%,Immediate Payment
PO2025-0174,Supplier 6,2025-10-27,2025-10-31,VREF-5368,PROD008,45,393.81,TVA 20%,Immediate Payment
PO2025-0174,Supplier 6,2025-10-27,2025-10-31,VREF-5368,PROD039,7,251.18,TVA 20%,Immediate Payment
PO2025-0174,Supplier 6,2025-10-27,2025-10-31,VREF-5368,PROD035,37,167.93,TVA 20%,Immediate Payment
PO2025-0175,Supplier 13,2025-09-18,2025-09-20,VREF-5291,PROD008,19,59.03,TVA 20%,End of Month
PO2025-0175,Supplier 13,2025-09-18,2025-09-20,VREF-5291,PROD021,46,181.52,TVA 20%,End of Month
PO2025-0176,Supplier 32,2025-12-02,2025-12-06,VREF-3015,PROD002,41,322.88,TVA 20%,End of Month
PO2025-0176,Supplier 32,2025-12-02,2025-12-06,VREF-3015,PROD037,41,43.01,TVA 20%,End of Month
PO2025-0177,Supplier 18,2025-09-26,2025-10-05,VREF-5893,PROD014,32,80.71,TVA 20%,30 Days
PO2025-0177,Supplier 18,2025-09-26,2025-10-05,VREF-5893,PROD040,21,13.92,TVA 20%,30 Days
PO2025-0177,Supplier 18,2025-09-26,2025-10-05,VREF-5893,PROD008,6,144.1,TVA 20%,30 Days
PO2025-0177,Supplier 18,2025-09-26,2025-10-05,VREF-5893,PROD005,3,216.36,TVA 20%,30 Days
PO2025-0178,Supplier 24,2025-09-07,2025-09-16,VREF-6438,P0006,14,336.6,TVA 20%,30 Days
PO2025-0179,Supplier 23,2025-09-08,2025-09-10,VREF-4376,P0026,37,122.75,TVA 20%,30 Days
PO2025-0180,Supplier 20,2025-11-05,2025-11-12,VREF-9689,PROD011,30,288.66,TVA 20%,Immediate Payment
PO2025-0180,Supplier 20,2025-11-05,2025-11-12,VREF-9689,PROD008,27,83.41,TVA 20%,Immediate Payment
PO2025-0180,Supplier 20,2025-11-05,2025-11-12,VREF-9689,P0017,46,276.33,TVA 20%,Immediate Payment
PO2025-0181,Supplier 27,2025-09-07,2025-09-10,VREF-9011,PROD048,39,131.16,TVA 20%,Immediate Payment
PO2025-0181,Supplier 27,2025-09-07,2025-09-10,VREF-9011,PROD009,41,209.2,TVA 20%,Immediate Payment
PO2025-0181,Supplier 27,2025-09-07,2025-09-10,VREF-9011,PROD049,16,386.26,TVA 20%,Immediate Payment
